1.176697530864197379e-02,8.101851851851851402e-03,8.383166152263374707e-03,4.819851680384088476e-03,5.002036179698216012e-03,1.580718449931412493e-03,5.044903120713303823e-03,5.184220679012345283e-03,8.463541666666664354e-03,8.736818415637857826e-03,1.197595164609053381e-02,1.238586676954732402e-02,1.216081532921810607e-02,1.279846107681755635e-02,1.253322187928669271e-02,1.330214763374485548e-02,9.521819272976680265e-03,1.187682184499314064e-02,7.959855109739368689e-03,1.181252143347050546e-02,7.761595507544580622e-03,1.311460476680383763e-02,1.423450360082304314e-02,1.953928755144032636e-02,1.907310956790123427e-02,2.761166838134430576e-02,2.565050582990397593e-02,3.057484567901234268e-02,2.528613683127571912e-02,8.403260030864198593e-02,7.551011659807956022e-02,1.325713734567901259e-01,1.242819787379972479e-01,1.830847050754458027e-01,1.210589206104252247e-01,1.242176783264746093e-01,6.733592678326473513e-02,6.703049982853223621e-02,1.177501286008230362e-02,1.147762345679012239e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.286694101508916010e-05,4.286694101508916010e-05,1.714677640603566404e-04,1.714677640603566404e-04,4.286694101508915604e-04,3.858024691358024477e-04,7.716049382716048954e-04,6.430041152263373406e-04,1.157407407407407343e-03,9.002057613168722335e-04,1.543209876543209791e-03,1.157407407407407126e-03,3.386488340192043804e-03,2.872085048010973585e-03,6.601508916323729423e-03,5.958504801097393166e-03,1.110253772290809189e-02,8.873456790123456298e-03,1.388888888888888638e-02,1.015946502057613055e-02,1.504629629629629373e-02,9.902263374485596736e-03,1.466049382716049128e-02,9.645061728395061193e-03,6.832990397805210891e-02,6.344307270233195961e-02,1.205418381344307288e-01,1.157836076817558291e-01,1.713391632373113815e-01,1.126543209876543217e-01,1.126543209876543217e-01,5.555555555555555247e-02,5.555555555555555247e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.750857338820300747e-05,3.750857338820300747e-05,1.500342935528120299e-04,1.500342935528120299e-04,3.750857338820300611e-04,3.375771604938270875e-04,6.751543209876540667e-04,5.626286008230450917e-04,1.012731481481481208e-03,7.876800411522631501e-04,1.350308641975308133e-03,1.012731481481481208e-03,2.963177297668037787e-03,2.513074417009601453e-03,5.776320301783263028e-03,5.213691700960218153e-03,9.714720507544578887e-03,7.764274691358023610e-03,1.215277777777777624e-02,8.889531893004114227e-03,1.316550925925925528e-02,8.664480452674896277e-03,1.282793209876543009e-02,8.439429012345678327e-03,5.978866598079560224e-02,5.551268861454045772e-02,1.054741083676268842e-01,1.013106567215363435e-01,1.499217678326474346e-01,9.857253086419752452e-02,9.857253086419752452e-02,4.861111111111110494e-02,4.861111111111110494e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.555555555555555247e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.286694101508916010e-05,4.286694101508916010e-05,1.714677640603566404e-04,1.714677640603566404e-04,4.286694101508915604e-04,3.858024691358024477e-04,7.716049382716048954e-04,6.430041152263373406e-04,1.157407407407407343e-03,9.002057613168722335e-04,1.543209876543209791e-03,1.157407407407407126e-03,3.386488340192043804e-03,2.872085048010973585e-03,6.601508916323729423e-03,5.958504801097393166e-03,1.110253772290809189e-02,8.873456790123456298e-03,1.388888888888888638e-02,1.015946502057613055e-02,1.504629629629629373e-02,9.902263374485596736e-03,1.466049382716049128e-02,9.645061728395061193e-03,6.832990397805210891e-02,6.344307270233195961e-02,1.205418381344307288e-01,1.157836076817558291e-01,1.713391632373113815e-01,1.126543209876543217e-01,1.126543209876543217e-01,5.555555555555555247e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.626425325788751208e-02,6.259645061728394411e-02,7.040895061728395105e-03,3.472222222222222029e-03,3.472222222222222029e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.286694101508916010e-05,4.286694101508916010e-05,1.714677640603566404e-04,1.741469478737997371e-04,4.313485939643346570e-04,3.965192043895747801e-04,7.823216735253771736e-04,6.697959533607681986e-04,1.181520061728395105e-03,9.484310699588477563e-04,1.583397633744855915e-03,1.229745370370370411e-03,3.442751200274347858e-03,2.968535665294923763e-03,6.673846879286692707e-03,6.170160322359395308e-03,1.128204303840877817e-02,9.286051097393688628e-03,1.426129543895747476e-02,1.085337362825788618e-02,1.560088734567901050e-02,1.077031893004115094e-02,1.529546039094650117e-02,1.058545524691357868e-02,6.894879543895746088e-02,6.435935356652948414e-02,1.211446544924554003e-01,1.200542266803840685e-01,1.753043552812071082e-01,1.201881858710562301e-01,1.198907964677640436e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.235425240054869589e-01,6.301440329218108150e-02,6.297421553497940805e-02,4.187564300411522437e-03,4.048246742112482713e-03,9.216392318244168982e-04,6.831918724279834650e-04,1.036844135802468970e-03,6.992669753086419365e-04,1.060956790123456731e-03,7.582090192043896290e-04,4.506387174211247577e-03,4.284014917695472616e-03,8.131322873799725140e-03,8.034872256515774094e-03,1.193040552126200388e-02,8.584104938271604895e-03,9.095829046639230392e-03,5.787037037037036716e-03,6.148726851851851402e-03,2.885480967078189393e-03,3.094457304526748546e-03,4.720721879286693574e-03,4.776984739368998062e-03,8.018797153635114430e-03,1.467924811385459480e-02,1.944551611796982091e-02,2.431627229080932442e-02,2.905842764060356104e-02,3.214216820987653850e-02,3.000685871056240836e-02,2.464581189986282672e-02,2.256944444444444059e-02,1.725662294238683100e-02,6.928637259945130689e-02,6.411822702331962387e-02,1.248687199931412806e-01,1.198452503429355415e-01,1.789453660836762272e-01,1.201024519890260822e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.126543209876543217e-01,1.126543209876543217e-01,5.555555555555555247e-02,5.555555555555555247e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.286694101508916010e-05,4.286694101508916010e-05,1.714677640603566404e-04,1.714677640603566404e-04,4.286694101508915604e-04,3.858024691358024477e-04,7.716049382716048954e-04,6.430041152263373406e-04,1.157407407407407343e-03,9.002057613168722335e-04,1.543209876543209791e-03,1.157407407407407126e-03,3.386488340192043804e-03,2.872085048010973585e-03,6.601508916323729423e-03,5.958504801097393166e-03,1.110253772290809189e-02,8.873456790123456298e-03,1.388888888888888638e-02,1.015946502057613055e-02,1.504629629629629373e-02,9.902263374485596736e-03,1.466049382716049128e-02,9.645061728395061193e-03,6.832990397805210891e-02,6.344307270233195961e-02,1.205418381344307288e-01,1.157836076817558291e-01,1.713391632373113815e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.496088391632371728e-02,4.928626543209876226e-02,4.928626543209876226e-02,2.430555555555555247e-02,2.430555555555555247e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.875428669410150373e-05,1.875428669410150373e-05,7.501714677640601494e-05,7.501714677640601494e-05,1.875428669410150306e-04,1.687885802469135438e-04,3.375771604938270333e-04,2.813143004115225458e-04,5.063657407407406042e-04,3.938400205761315750e-04,6.751543209876540667e-04,5.063657407407406042e-04,1.481588648834018893e-03,1.256537208504800726e-03,2.888160150891631514e-03,2.606845850480109077e-03,4.857360253772289443e-03,3.882137345679011805e-03,6.076388888888888118e-03,4.444765946502057113e-03,6.582754629629627638e-03,4.332240226337448138e-03,6.413966049382715043e-03,4.219714506172839164e-03,2.989433299039780112e-02,2.775634430727022886e-02,5.273705418381344212e-02,5.065532836076817175e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.157836076817558291e-01,1.713391632373113815e-01,1.126543209876543217e-01,1.126543209876543217e-01,5.555555555555555247e-02,5.555555555555555247e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.286694101508916010e-05,4.286694101508916010e-05,1.714677640603566404e-04,1.714677640603566404e-04,4.286694101508915604e-04,3.858024691358024477e-04,7.716049382716048954e-04,6.430041152263373406e-04,1.157407407407407343e-03,9.002057613168722335e-04,1.543209876543209791e-03,1.157407407407407126e-03,3.386488340192043804e-03,2.872085048010973585e-03,6.601508916323729423e-03,5.958504801097393166e-03,1.110253772290809189e-02,8.873456790123456298e-03,1.388888888888888638e-02,1.015946502057613055e-02,1.504629629629629373e-02,9.902263374485596736e-03,1.466049382716049128e-02,9.645061728395061193e-03,6.832990397805210891e-02,6.344307270233195961e-02,1.205418381344307288e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.205418381344307288e-01,1.157836076817558291e-01,1.713391632373113815e-01,1.126543209876543217e-01,1.126543209876543217e-01,5.555555555555555247e-02,5.555555555555555247e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.286694101508916010e-05,4.286694101508916010e-05,1.714677640603566404e-04,1.714677640603566404e-04,4.286694101508915604e-04,3.858024691358024477e-04,7.716049382716048954e-04,6.430041152263373406e-04,1.157407407407407343e-03,9.002057613168722335e-04,1.543209876543209791e-03,1.157407407407407126e-03,3.386488340192043804e-03,2.872085048010973585e-03,6.601508916323729423e-03,5.958504801097393166e-03,1.110253772290809189e-02,8.873456790123456298e-03,1.388888888888888638e-02,1.015946502057613055e-02,1.504629629629629373e-02,9.902263374485596736e-03,1.466049382716049128e-02,9.645061728395061193e-03,6.832990397805210891e-02,6.344307270233195961e-02,0.000000000000000000e+00,0.000000000000000000e+00
